"Player","Tm","Age","G","win_pct","MP","FG","FGA","X3P","X3PA","FT","FTA","TRB","AST","STL","BLK","PTS","Year","X2P","X2PA","MP_pg","FG_pg","FGA_pg","X3P_pg","X3PA_pg","X2P_pg","X2PA_pg","FT_pg","FTA_pg","TRB_pg","AST_pg","STL_pg","BLK_pg","PTS_pg","Pos","PER","BPM","VORP"
"Kevin Huerter","SAC",25,64,0.578,1562.22666666667,248,560,123,341,36,47,224,166,45,23,655,2024,125,219,24.4097916666667,3.875,8.75,1.921875,5.328125,1.953125,3.421875,0.5625,0.734375,3.5,2.59375,0.703125,0.359375,10.234375,"SG",12.4,-0.8,0.5
"Kevin Love","MIA",35,55,0.564,924.263333333333,158,359,84,244,85,108,338,115,18,10,485,2024,74,115,16.8047878787879,2.87272727272727,6.52727272727273,1.52727272727273,4.43636363636364,1.34545454545455,2.09090909090909,1.54545454545455,1.96363636363636,6.14545454545455,2.09090909090909,0.327272727272727,0.181818181818182,8.81818181818182,"PF",18.5,3.6,1.3
"Kevon Harris","ORL",27,2,0.5,6.05,2,3,0,0,0,0,2,1,0,0,4,2024,2,3,3.025,1,1.5,0,0,1,1.5,0,0,1,0.5,0,0,2,"SG",11.1,-15.8,0
"Kevon Looney","GSW",28,74,0.581,1194.42833333333,139,233,0,1,56,83,419,133,28,29,334,2024,139,232,16.1409234234234,1.87837837837838,3.14864864864865,0,0.0135135135135135,1.87837837837838,3.13513513513514,0.756756756756757,1.12162162162162,5.66216216216216,1.7972972972973,0.378378378378378,0.391891891891892,4.51351351351351,"C",15.1,0.6,0.8
"Keyontae Johnson","OKC",24,9,0.778,66.2,5,16,1,3,0,0,10,4,1,0,11,2024,4,13,7.35555555555556,0.555555555555556,1.77777777777778,0.111111111111111,0.333333333333333,0.444444444444444,1.44444444444444,0,0,1.11111111111111,0.444444444444444,0.111111111111111,0,1.22222222222222,"SF",1.6,-9.8,-0.1
"Keyonte George","UTA",20,75,0.36,2022.57666666667,319,815,147,440,189,223,211,332,36,7,974,2024,172,375,26.9676888888889,4.25333333333333,10.8666666666667,1.96,5.86666666666667,2.29333333333333,5,2.52,2.97333333333333,2.81333333333333,4.42666666666667,0.48,0.0933333333333333,12.9866666666667,"PG",10.4,-4.4,-1.2
"Khris Middleton","MIL",32,55,0.564,1487.27,317,643,94,247,100,120,257,292,51,15,828,2024,223,396,27.0412727272727,5.76363636363636,11.6909090909091,1.70909090909091,4.49090909090909,4.05454545454545,7.2,1.81818181818182,2.18181818181818,4.67272727272727,5.30909090909091,0.927272727272727,0.272727272727273,15.0545454545455,"SF",17,1.1,1.2
"Killian Hayes","DET",22,42,0.167,1007.65833333333,117,283,22,74,33,50,119,205,36,20,289,2024,95,209,23.991865079365,2.78571428571429,6.73809523809524,0.523809523809524,1.76190476190476,2.26190476190476,4.97619047619048,0.785714285714286,1.19047619047619,2.83333333333333,4.88095238095238,0.857142857142857,0.476190476190476,6.88095238095238,"PG",10.5,-2.7,-0.2
"Kira Lewis Jr.","UTA",23,28,0.357,264.236666666667,34,92,4,33,17,20,26,37,9,2,89,2024,30,59,9.43702380952382,1.21428571428571,3.28571428571429,0.142857142857143,1.17857142857143,1.07142857142857,2.10714285714286,0.607142857142857,0.714285714285714,0.928571428571429,1.32142857142857,0.321428571428571,0.0714285714285714,3.17857142857143,"PG",8.6,-5.8,-0.3
"KJ Martin","PHI",23,60,0.55,746.495,97,181,8,28,22,41,131,51,22,12,224,2024,89,153,12.4415833333333,1.61666666666667,3.01666666666667,0.133333333333333,0.466666666666667,1.48333333333333,2.55,0.366666666666667,0.683333333333333,2.18333333333333,0.85,0.366666666666667,0.2,3.73333333333333,"SF",9.9,-4.1,-0.4
"Klay Thompson","GSW",34,77,0.532,2284.16833333333,490,1133,268,692,127,137,254,176,50,35,1375,2024,222,441,29.6645238095238,6.36363636363636,14.7142857142857,3.48051948051948,8.98701298701299,2.88311688311688,5.72727272727273,1.64935064935065,1.77922077922078,3.2987012987013,2.28571428571429,0.649350649350649,0.454545454545455,17.8571428571429,"SF",13.9,-0.4,0.9
"Kobe Brown","LAC",24,44,0.614,393.998333333333,37,90,14,48,1,2,62,25,12,6,89,2024,23,42,8.95450757575757,0.840909090909091,2.04545454545455,0.318181818181818,1.09090909090909,0.522727272727273,0.954545454545455,0.0227272727272727,0.0454545454545455,1.40909090909091,0.568181818181818,0.272727272727273,0.136363636363636,2.02272727272727,"PF",7.6,-3.8,-0.2
"Kobe Bufkin","ATL",20,17,0.471,196.003333333333,34,92,9,40,4,8,33,27,7,5,81,2024,25,52,11.5296078431372,2,5.41176470588235,0.529411764705882,2.35294117647059,1.47058823529412,3.05882352941176,0.235294117647059,0.470588235294118,1.94117647058824,1.58823529411765,0.411764705882353,0.294117647058824,4.76470588235294,"SG",9.1,-4.5,-0.1
"Kobi Simmons","TOR",26,4,0,67.4333333333333,9,21,2,8,0,0,7,12,6,2,20,2024,7,13,16.8583333333333,2.25,5.25,0.5,2,1.75,3.25,0,0,1.75,3,1.5,0.5,5,"PG",14.5,-1,0
"Kris Dunn","UTA",30,66,0.379,1249.17666666667,147,313,41,111,22,32,189,254,68,28,357,2024,106,202,18.9269191919192,2.22727272727273,4.74242424242424,0.621212121212121,1.68181818181818,1.60606060606061,3.06060606060606,0.333333333333333,0.484848484848485,2.86363636363636,3.84848484848485,1.03030303030303,0.424242424242424,5.40909090909091,"PG",12.8,-0.1,0.6
"Kris Murray","POR",23,62,0.194,1348.27166666667,145,366,49,183,37,56,224,80,53,21,376,2024,96,183,21.7463172043011,2.33870967741935,5.90322580645161,0.790322580645161,2.95161290322581,1.54838709677419,2.95161290322581,0.596774193548387,0.903225806451613,3.61290322580645,1.29032258064516,0.854838709677419,0.338709677419355,6.06451612903226,"SF",9,-3.6,-0.6
"Kyle Anderson","MIN",30,79,0.696,1781.88166666667,199,433,11,48,97,137,273,331,71,47,506,2024,188,385,22.5554641350211,2.51898734177215,5.48101265822785,0.139240506329114,0.607594936708861,2.37974683544304,4.87341772151899,1.22784810126582,1.73417721518987,3.45569620253165,4.18987341772152,0.89873417721519,0.594936708860759,6.40506329113924,"PF",12.7,1.1,1.4
"Kyle Kuzma","WAS",28,70,0.186,2281.14166666667,608,1313,151,450,186,240,464,296,37,49,1553,2024,457,863,32.5877380952381,8.68571428571429,18.7571428571429,2.15714285714286,6.42857142857143,6.52857142857143,12.3285714285714,2.65714285714286,3.42857142857143,6.62857142857143,4.22857142857143,0.528571428571429,0.7,22.1857142857143,"PF",15.7,-1.1,0.5
"Kyle Lowry","PHI",38,60,0.533,1689.76666666667,163,377,98,250,63,75,194,253,59,21,487,2024,65,127,28.1627777777778,2.71666666666667,6.28333333333333,1.63333333333333,4.16666666666667,1.08333333333333,2.11666666666667,1.05,1.25,3.23333333333333,4.21666666666667,0.983333333333333,0.35,8.11666666666667,"PG",10.9,-1,0.4
"Kyrie Irving","DAL",32,58,0.672,2029.60833333333,562,1131,173,421,190,210,290,299,74,28,1487,2024,389,710,34.9932471264367,9.68965517241379,19.5,2.98275862068966,7.25862068965517,6.70689655172414,12.2413793103448,3.27586206896552,3.62068965517241,5,5.1551724137931,1.27586206896552,0.482758620689655,25.6379310344828,"SG",21.9,4.9,3.6
"Lamar Stevens","MEM",26,38,0.579,559.013333333333,108,240,14,46,42,54,127,28,23,22,272,2024,94,194,14.7108771929824,2.84210526315789,6.31578947368421,0.368421052631579,1.21052631578947,2.47368421052632,5.10526315789474,1.10526315789474,1.42105263157895,3.34210526315789,0.736842105263158,0.605263157894737,0.578947368421053,7.15789473684211,"PF",14.6,-2.2,0
"LaMelo Ball","CHA",22,22,0.318,711.35,183,423,70,197,90,104,113,176,40,4,526,2024,113,226,32.3340909090909,8.31818181818182,19.2272727272727,3.18181818181818,8.95454545454546,5.13636363636364,10.2727272727273,4.09090909090909,4.72727272727273,5.13636363636364,8,1.81818181818182,0.181818181818182,23.9090909090909,"PG",20.8,3.3,1
"Landry Shamet","WAS",27,46,0.13,726.496666666667,118,274,53,157,38,46,62,54,25,10,327,2024,65,117,15.7934057971015,2.56521739130435,5.95652173913043,1.15217391304348,3.41304347826087,1.41304347826087,2.54347826086957,0.826086956521739,1,1.34782608695652,1.17391304347826,0.543478260869565,0.217391304347826,7.10869565217391,"SG",10.5,-4,-0.4
"Larry Nance Jr.","NOP",31,61,0.557,1216.13833333333,138,241,27,65,47,61,307,113,61,19,350,2024,111,176,19.936693989071,2.26229508196721,3.95081967213115,0.442622950819672,1.0655737704918,1.81967213114754,2.88524590163934,0.770491803278688,1,5.0327868852459,1.85245901639344,1,0.311475409836066,5.73770491803279,"C",14.9,2,1.2
"Lauri Markkanen","UTA",27,55,0.4,1819.74666666667,427,890,175,439,249,277,449,110,50,26,1278,2024,252,451,33.0863030303031,7.76363636363636,16.1818181818182,3.18181818181818,7.98181818181818,4.58181818181818,8.2,4.52727272727273,5.03636363636364,8.16363636363636,2,0.909090909090909,0.472727272727273,23.2363636363636,"PF",21.5,3.6,2.6
"Leaky Black","CHA",25,26,0.077,284.081666666667,25,52,9,20,10,15,48,24,8,11,69,2024,16,32,10.926217948718,0.961538461538462,2,0.346153846153846,0.769230769230769,0.615384615384615,1.23076923076923,0.384615384615385,0.576923076923077,1.84615384615385,0.923076923076923,0.307692307692308,0.423076923076923,2.65384615384615,"SF",11.5,-2.4,0
"LeBron James","LAL",39,71,0.577,2503.68333333333,685,1269,149,363,303,404,518,589,89,38,1822,2024,536,906,35.2631455399061,9.64788732394366,17.8732394366197,2.09859154929577,5.11267605633803,7.54929577464789,12.7605633802817,4.26760563380282,5.69014084507042,7.29577464788732,8.29577464788732,1.25352112676056,0.535211267605634,25.6619718309859,"PF",23.7,6.5,5.4
"Leonard Miller","MIN",20,17,0.765,52.4,13,20,2,5,1,2,20,8,2,1,29,2024,11,15,3.08235294117647,0.764705882352941,1.17647058823529,0.117647058823529,0.294117647058824,0.647058823529412,0.882352941176471,0.0588235294117647,0.117647058823529,1.17647058823529,0.470588235294118,0.117647058823529,0.0588235294117647,1.70588235294118,"SF",27,9.6,0.2
"Lester Quinones","GSW",23,37,0.649,394.455,56,141,32,88,20,29,72,36,6,2,164,2024,24,53,10.6609459459459,1.51351351351351,3.81081081081081,0.864864864864865,2.37837837837838,0.648648648648649,1.43243243243243,0.540540540540541,0.783783783783784,1.94594594594595,0.972972972972973,0.162162162162162,0.0540540540540541,4.43243243243243,"SG",10.3,-3.3,-0.1
"Lindell Wigginton","MIL",26,3,1,7.63,2,5,0,2,2,2,0,0,0,0,6,2024,2,3,2.54333333333333,0.666666666666667,1.66666666666667,0,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0,0,0,0,2,"PG",5.6,-23.9,0
"Lindy Waters III","OKC",26,38,0.658,280.208333333333,49,104,37,85,2,2,40,24,5,7,137,2024,12,19,7.37390350877192,1.28947368421053,2.73684210526316,0.973684210526316,2.23684210526316,0.315789473684211,0.5,0.0526315789473684,0.0526315789473684,1.05263157894737,0.631578947368421,0.131578947368421,0.184210526315789,3.60526315789474,"SG",15.3,1.9,0.3
"Lonnie Walker IV","BKN",25,58,0.397,1011.14,208,492,104,271,45,59,127,74,32,20,565,2024,104,221,17.4334482758621,3.58620689655172,8.48275862068965,1.79310344827586,4.67241379310345,1.79310344827586,3.81034482758621,0.775862068965517,1.01724137931034,2.18965517241379,1.27586206896552,0.551724137931034,0.344827586206897,9.74137931034483,"SG",13.1,-1.4,0.2
"Luguentz Dort","OKC",25,79,0.684,2245.97166666667,288,657,156,396,128,155,284,113,71,47,860,2024,132,261,28.4300210970465,3.64556962025316,8.31645569620253,1.9746835443038,5.0126582278481,1.67088607594937,3.30379746835443,1.62025316455696,1.9620253164557,3.59493670886076,1.43037974683544,0.89873417721519,0.594936708860759,10.8860759493671,"SF",11.1,-1.6,0.2
"Luka Garza","MIN",25,25,0.68,121.84,36,75,9,32,18,25,31,4,4,1,99,2024,27,43,4.8736,1.44,3,0.36,1.28,1.08,1.72,0.72,1,1.24,0.16,0.16,0.04,3.96,"C",21.8,-2.1,0
"Luke Kennard","MEM",28,39,0.385,999.046666666667,141,315,107,238,40,45,113,136,20,2,429,2024,34,77,25.6165811965812,3.61538461538462,8.07692307692308,2.74358974358974,6.1025641025641,0.871794871794872,1.97435897435897,1.02564102564103,1.15384615384615,2.8974358974359,3.48717948717949,0.512820512820513,0.0512820512820513,11,"SG",13.1,-0.3,0.4
"Luke Kornet","BOS",28,63,0.762,983.31,142,203,1,1,49,54,261,67,23,61,334,2024,141,202,15.6080952380952,2.25396825396825,3.22222222222222,0.0158730158730159,0.0158730158730159,2.23809523809524,3.20634920634921,0.777777777777778,0.857142857142857,4.14285714285714,1.06349206349206,0.365079365079365,0.968253968253968,5.3015873015873,"C",19.8,3.4,1.3
"Malachi Flynn","DET",26,69,0.406,876.921666666667,136,325,56,169,52,71,114,130,38,8,380,2024,80,156,12.7090096618358,1.97101449275362,4.71014492753623,0.811594202898551,2.44927536231884,1.15942028985507,2.26086956521739,0.753623188405797,1.02898550724638,1.65217391304348,1.88405797101449,0.550724637681159,0.115942028985507,5.50724637681159,"PG",11.9,-2.2,0
"Malaki Branham","SAS",21,75,0.24,1594.32666666667,271,628,93,268,55,63,148,156,27,8,690,2024,178,360,21.2576888888889,3.61333333333333,8.37333333333333,1.24,3.57333333333333,2.37333333333333,4.8,0.733333333333333,0.84,1.97333333333333,2.08,0.36,0.106666666666667,9.2,"PG",8.7,-5.6,-1.5
"Malcolm Brogdon","POR",31,39,0.385,1120.81666666667,218,496,82,199,95,116,148,214,27,8,613,2024,136,297,28.738888888889,5.58974358974359,12.7179487179487,2.1025641025641,5.1025641025641,3.48717948717949,7.61538461538461,2.43589743589744,2.97435897435897,3.79487179487179,5.48717948717949,0.692307692307692,0.205128205128205,15.7179487179487,"PG",17,2,1.1
"Malcolm Cazalon","DET",22,1,0,2.58333333333333,0,0,0,0,0,0,0,0,0,0,0,2024,0,0,2.58333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,"SG",0,-9.1,0
"Malik Beasley","MIL",27,79,0.582,2337.37166666667,320,722,224,542,25,35,290,108,59,9,889,2024,96,180,29.5869831223629,4.05063291139241,9.13924050632911,2.83544303797468,6.86075949367089,1.21518987341772,2.27848101265823,0.316455696202532,0.443037974683544,3.67088607594937,1.36708860759494,0.746835443037975,0.113924050632911,11.253164556962,"SG",10.3,-1.8,0.1
"Malik Monk","SAC",26,72,0.583,1872.30666666667,396,893,148,423,170,205,212,370,45,39,1110,2024,248,470,26.0042592592593,5.5,12.4027777777778,2.05555555555556,5.875,3.44444444444444,6.52777777777778,2.36111111111111,2.84722222222222,2.94444444444444,5.13888888888889,0.625,0.541666666666667,15.4166666666667,"SG",16,0.6,1.2
"Malik Williams","TOR",25,7,0.286,106.508333333333,9,34,1,5,0,2,38,2,3,4,19,2024,8,29,15.2154761904761,1.28571428571429,4.85714285714286,0.142857142857143,0.714285714285714,1.14285714285714,4.14285714285714,0,0.285714285714286,5.42857142857143,0.285714285714286,0.428571428571429,0.571428571428571,2.71428571428571,"C",4.9,-11.5,-0.3
"Mamadi Diakite","NYK",27,6,0.833,24.435,4,6,0,1,4,6,4,2,1,1,12,2024,4,5,4.0725,0.666666666666667,1,0,0.166666666666667,0.666666666666667,0.833333333333333,0.666666666666667,1,0.666666666666667,0.333333333333333,0.166666666666667,0.166666666666667,2,"PF",18.6,3.5,0
"Marcus Sasser","DET",23,71,0.155,1351.11,219,512,90,240,58,66,125,236,44,12,586,2024,129,272,19.0297183098592,3.08450704225352,7.2112676056338,1.26760563380282,3.38028169014085,1.8169014084507,3.83098591549296,0.816901408450704,0.929577464788732,1.76056338028169,3.32394366197183,0.619718309859155,0.169014084507042,8.25352112676056,"PG",11.8,-2.6,-0.2
"Marcus Smart","MEM",30,20,0.35,604.845,102,237,42,134,43,56,53,86,41,5,289,2024,60,103,30.24225,5.1,11.85,2.1,6.7,3,5.15,2.15,2.8,2.65,4.3,2.05,0.25,14.45,"PG",11.8,-2.4,0
"MarJon Beauchamp","MIL",23,48,0.625,607.688333333333,81,166,30,75,19,28,99,31,13,7,211,2024,51,91,12.6601736111111,1.6875,3.45833333333333,0.625,1.5625,1.0625,1.89583333333333,0.395833333333333,0.583333333333333,2.0625,0.645833333333333,0.270833333333333,0.145833333333333,4.39583333333333,"SF",9.7,-3.2,-0.2
"Mark Williams","CHA",22,19,0.368,508.391666666667,98,151,0,0,46,64,184,22,16,20,242,2024,98,151,26.7574561403509,5.15789473684211,7.94736842105263,0,0,5.15789473684211,7.94736842105263,2.42105263157895,3.36842105263158,9.68421052631579,1.15789473684211,0.842105263157895,1.05263157894737,12.7368421052632,"C",22.5,0.8,0.3
"Markelle Fultz","ORL",26,43,0.581,909.938333333333,154,326,4,18,23,33,138,120,42,15,335,2024,150,308,21.1613565891473,3.58139534883721,7.58139534883721,0.0930232558139535,0.418604651162791,3.48837209302326,7.16279069767442,0.534883720930233,0.767441860465116,3.2093023255814,2.7906976744186,0.976744186046512,0.348837209302326,7.7906976744186,"PG",12.6,-1.4,0.1
"Markieff Morris","DAL",34,26,0.577,216.388333333333,23,68,15,42,5,6,39,16,5,3,66,2024,8,26,8.32262820512819,0.884615384615385,2.61538461538462,0.576923076923077,1.61538461538462,0.307692307692308,1,0.192307692307692,0.230769230769231,1.5,0.615384615384615,0.192307692307692,0.115384615384615,2.53846153846154,"PF",6.6,-5.3,-0.2
"Markquis Nowell","TOR",24,1,0,3.51666666666667,0,1,0,0,2,2,2,2,1,0,2,2024,0,1,3.51666666666667,0,1,0,0,0,1,2,2,2,2,1,0,2,"SG",55.5,43.3,0
"Marques Bolden","CHA",26,11,0.455,121.28,17,25,0,1,3,4,34,4,3,7,37,2024,17,24,11.0254545454545,1.54545454545455,2.27272727272727,0,0.0909090909090909,1.54545454545455,2.18181818181818,0.272727272727273,0.363636363636364,3.09090909090909,0.363636363636364,0.272727272727273,0.636363636363636,3.36363636363636,"C",16,-2.7,0
"Marvin Bagley III","WAS",25,50,0.14,1053.35166666667,239,408,9,23,96,126,312,55,20,33,583,2024,230,385,21.0670333333334,4.78,8.16,0.18,0.46,4.6,7.7,1.92,2.52,6.24,1.1,0.4,0.66,11.66,"C",19.4,-0.4,0.4
"Mason Jones","SAC",25,5,0.6,27.6833333333333,2,8,2,7,1,2,5,5,1,0,7,2024,0,1,5.53666666666666,0.4,1.6,0.4,1.4,0,0.2,0.2,0.4,1,1,0.2,0,1.4,"SG",5.8,-5.5,0
"Mason Plumlee","LAC",34,46,0.63,673.926666666667,87,153,0,6,70,99,234,55,14,17,244,2024,87,147,14.6505797101449,1.89130434782609,3.32608695652174,0,0.130434782608696,1.89130434782609,3.19565217391304,1.52173913043478,2.15217391304348,5.08695652173913,1.19565217391304,0.304347826086957,0.369565217391304,5.30434782608696,"C",15.8,-0.8,0.2
"Matisse Thybulle","POR",27,65,0.277,1487.38333333333,126,317,80,231,22,29,136,90,113,49,354,2024,46,86,22.8828205128205,1.93846153846154,4.87692307692308,1.23076923076923,3.55384615384615,0.707692307692308,1.32307692307692,0.338461538461538,0.446153846153846,2.09230769230769,1.38461538461538,1.73846153846154,0.753846153846154,5.44615384615385,"SF",10.4,0.6,0.9
"Matt Ryan","NOP",27,28,0.5,390.385,49,113,41,91,13,14,40,18,6,1,152,2024,8,22,13.9423214285714,1.75,4.03571428571429,1.46428571428571,3.25,0.285714285714286,0.785714285714286,0.464285714285714,0.5,1.42857142857143,0.642857142857143,0.214285714285714,0.0357142857142857,5.42857142857143,"SF",9,-2.7,-0.1
"Max Christie","LAL",21,67,0.567,944.318333333333,103,241,42,118,36,46,142,60,20,17,284,2024,61,123,14.0943034825871,1.53731343283582,3.59701492537313,0.626865671641791,1.76119402985075,0.91044776119403,1.83582089552239,0.537313432835821,0.686567164179104,2.11940298507463,0.895522388059702,0.298507462686567,0.253731343283582,4.23880597014925,"SG",8.4,-3.6,-0.4
"Max Strus","CLE",28,70,0.614,2239.175,304,728,168,479,77,97,338,283,64,29,853,2024,136,249,31.9882142857143,4.34285714285714,10.4,2.4,6.84285714285714,1.94285714285714,3.55714285714286,1.1,1.38571428571429,4.82857142857143,4.04285714285714,0.914285714285714,0.414285714285714,12.1857142857143,"SF",11.7,-0.6,0.8
"Maxi Kleber","DAL",32,43,0.628,871.411666666667,63,146,32,92,33,47,143,68,17,30,191,2024,31,54,20.2653875968992,1.46511627906977,3.3953488372093,0.744186046511628,2.13953488372093,0.720930232558139,1.25581395348837,0.767441860465116,1.09302325581395,3.32558139534884,1.58139534883721,0.395348837209302,0.697674418604651,4.44186046511628,"C",8.8,-1.3,0.2
"Maxwell Lewis","LAL",21,34,0.529,102.825,4,21,1,9,2,3,4,6,2,1,11,2024,3,12,3.02426470588235,0.117647058823529,0.617647058823529,0.0294117647058824,0.264705882352941,0.0882352941176471,0.352941176470588,0.0588235294117647,0.0882352941176471,0.117647058823529,0.176470588235294,0.0588235294117647,0.0294117647058824,0.323529411764706,"SF",-3.9,-13.5,-0.3
"Micah Potter","UTA",26,16,0.188,186.06,19,40,9,21,6,8,43,6,4,6,53,2024,10,19,11.62875,1.1875,2.5,0.5625,1.3125,0.625,1.1875,0.375,0.5,2.6875,0.375,0.25,0.375,3.3125,"PF",11,-2.3,0
"Michael Porter Jr.","DEN",26,81,0.704,2564.605,522,1079,220,554,92,110,565,122,42,53,1356,2024,302,525,31.6617901234568,6.44444444444444,13.320987654321,2.71604938271605,6.83950617283951,3.7283950617284,6.48148148148148,1.1358024691358,1.35802469135802,6.97530864197531,1.50617283950617,0.518518518518518,0.654320987654321,16.7407407407407,"SF",15.5,0.1,1.3
"Mikal Bridges","BKN",27,82,0.39,2854.24,564,1294,220,592,258,317,372,299,81,30,1606,2024,344,702,34.8078048780488,6.8780487804878,15.780487804878,2.68292682926829,7.21951219512195,4.19512195121951,8.5609756097561,3.14634146341463,3.86585365853659,4.53658536585366,3.64634146341463,0.98780487804878,0.365853658536585,19.5853658536585,"SF",14.9,-0.4,1.2
"Mike Conley","MIN",36,76,0.697,2193.45833333333,294,644,179,405,102,112,218,449,88,17,869,2024,115,239,28.8612938596491,3.86842105263158,8.47368421052632,2.35526315789474,5.32894736842105,1.51315789473684,3.14473684210526,1.34210526315789,1.47368421052632,2.86842105263158,5.90789473684211,1.15789473684211,0.223684210526316,11.4342105263158,"PG",15.8,3.4,3
"Mike Muscala","OKC",33,53,0.321,600.18,56,156,28,96,17,25,125,37,9,13,157,2024,28,60,11.3241509433962,1.05660377358491,2.94339622641509,0.528301886792453,1.81132075471698,0.528301886792453,1.13207547169811,0.320754716981132,0.471698113207547,2.35849056603774,0.69811320754717,0.169811320754717,0.245283018867925,2.9622641509434,"C",7.5,-5.3,-0.5
"Miles Bridges","CHA",26,69,0.246,2581.11666666667,559,1210,157,450,174,211,505,231,65,33,1449,2024,402,760,37.4074879227054,8.10144927536232,17.536231884058,2.27536231884058,6.52173913043478,5.82608695652174,11.0144927536232,2.52173913043478,3.05797101449275,7.31884057971014,3.34782608695652,0.942028985507246,0.478260869565217,21,"SF",15.4,-1.1,0.6
"Miles McBride","NYK",23,68,0.618,1327.74,205,454,109,266,43,50,100,114,50,7,562,2024,96,188,19.5255882352941,3.01470588235294,6.67647058823529,1.60294117647059,3.91176470588235,1.41176470588235,2.76470588235294,0.632352941176471,0.735294117647059,1.47058823529412,1.67647058823529,0.735294117647059,0.102941176470588,8.26470588235294,"PG",13.1,-0.1,0.6
"Mitchell Robinson","NYK",26,31,0.613,768.11,73,127,0,0,27,66,263,18,37,35,173,2024,73,127,24.7777419354839,2.35483870967742,4.09677419354839,0,0,2.35483870967742,4.09677419354839,0.870967741935484,2.12903225806452,8.48387096774194,0.580645161290323,1.19354838709677,1.12903225806452,5.58064516129032,"C",16.1,0,0.4
"Mo Bamba","PHI",26,57,0.526,740.351666666667,97,198,25,64,34,50,238,41,22,60,253,2024,72,134,12.9886257309942,1.70175438596491,3.47368421052632,0.43859649122807,1.12280701754386,1.26315789473684,2.35087719298246,0.596491228070175,0.87719298245614,4.17543859649123,0.719298245614035,0.385964912280702,1.05263157894737,4.43859649122807,"C",15.4,-1,0.2
"Monte Morris","MIN",29,33,0.636,476.043333333333,62,153,27,70,13,19,57,69,19,9,164,2024,35,83,14.4255555555555,1.87878787878788,4.63636363636364,0.818181818181818,2.12121212121212,1.06060606060606,2.51515151515152,0.393939393939394,0.575757575757576,1.72727272727273,2.09090909090909,0.575757575757576,0.272727272727273,4.96969696969697,"PG",13.2,0.7,0.3
"Moritz Wagner","ORL",27,80,0.575,1414.73666666667,332,552,38,115,166,204,347,96,39,21,868,2024,294,437,17.6842083333334,4.15,6.9,0.475,1.4375,3.675,5.4625,2.075,2.55,4.3375,1.2,0.4875,0.2625,10.85,"C",20.6,2,1.4
"Moses Brown","POR",24,22,0.182,199.978333333333,33,65,0,0,9,31,86,7,5,7,75,2024,33,65,9.08992424242423,1.5,2.95454545454545,0,0,1.5,2.95454545454545,0.409090909090909,1.40909090909091,3.90909090909091,0.318181818181818,0.227272727272727,0.318181818181818,3.40909090909091,"C",14.5,-6.5,-0.2
"Moses Moody","GSW",22,66,0.576,1155.885,194,420,72,200,73,93,196,57,42,24,533,2024,122,220,17.5134090909091,2.93939393939394,6.36363636363636,1.09090909090909,3.03030303030303,1.84848484848485,3.33333333333333,1.10606060606061,1.40909090909091,2.96969696969697,0.863636363636364,0.636363636363636,0.363636363636364,8.07575757575758,"SG",13.7,-0.1,0.6
"Mouhamadou Gueye","TOR",25,11,0,119.941666666667,11,38,0,3,4,9,23,5,3,18,26,2024,11,35,10.9037878787879,1,3.45454545454545,0,0.272727272727273,1,3.18181818181818,0.363636363636364,0.818181818181818,2.09090909090909,0.454545454545455,0.272727272727273,1.63636363636364,2.36363636363636,"PF",4.6,-11.9,-0.3
"Mouhamed Gueye","ATL",21,6,0.333,72.8,8,23,3,9,5,6,22,4,5,4,24,2024,5,14,12.1333333333333,1.33333333333333,3.83333333333333,0.5,1.5,0.833333333333333,2.33333333333333,0.833333333333333,1,3.66666666666667,0.666666666666667,0.833333333333333,0.666666666666667,4,"PF",15,-1.5,0
"Myles Turner","IND",28,77,0.584,2076.43666666667,476,909,116,324,245,317,533,100,39,144,1313,2024,360,585,26.96670995671,6.18181818181818,11.8051948051948,1.50649350649351,4.20779220779221,4.67532467532468,7.5974025974026,3.18181818181818,4.11688311688312,6.92207792207792,1.2987012987013,0.506493506493506,1.87012987012987,17.0519480519481,"C",19.3,0.9,1.5
"Naji Marshall","NOP",26,66,0.621,1257.12333333333,170,367,58,150,68,86,240,128,49,12,466,2024,112,217,19.0473232323232,2.57575757575758,5.56060606060606,0.878787878787879,2.27272727272727,1.6969696969697,3.28787878787879,1.03030303030303,1.3030303030303,3.63636363636364,1.93939393939394,0.742424242424242,0.181818181818182,7.06060606060606,"SF",12.7,-0.7,0.4
"Nassir Little","PHX",24,45,0.622,458.283333333333,57,124,21,70,17,20,75,21,10,10,152,2024,36,54,10.1840740740741,1.26666666666667,2.75555555555556,0.466666666666667,1.55555555555556,0.8,1.2,0.377777777777778,0.444444444444444,1.66666666666667,0.466666666666667,0.222222222222222,0.222222222222222,3.37777777777778,"SF",9.9,-3,-0.1
"Nate Hinton","HOU",25,15,0.533,74.5516666666667,11,26,7,14,4,5,22,10,3,2,33,2024,4,12,4.97011111111111,0.733333333333333,1.73333333333333,0.466666666666667,0.933333333333333,0.266666666666667,0.8,0.266666666666667,0.333333333333333,1.46666666666667,0.666666666666667,0.2,0.133333333333333,2.2,"SG",17.6,3.6,0.1
