"Player","Tm","Age","G","win_pct","MP","FG","FGA","X3P","X3PA","FT","FTA","TRB","AST","STL","BLK","PTS","Year","X2P","X2PA","MP_pg","FG_pg","FGA_pg","X3P_pg","X3PA_pg","X2P_pg","X2PA_pg","FT_pg","FTA_pg","TRB_pg","AST_pg","STL_pg","BLK_pg","PTS_pg","Pos","PER","BPM","VORP"
"A.J. Lawson","DAL",23,42,0.643,310.9,54,121,13,50,15,23,50,20,10,3,136,2024,41,71,7.40238095238095,1.28571428571429,2.88095238095238,0.30952380952381,1.19047619047619,0.976190476190476,1.69047619047619,0.357142857142857,0.547619047619048,1.19047619047619,0.476190476190476,0.238095238095238,0.0714285714285714,3.23809523809524,"SG",11.2,-4.6,-0.2
"Aaron Gordon","DEN",28,73,0.671,2296.81,398,716,40,138,177,269,471,259,56,45,1013,2024,358,578,31.4631506849315,5.45205479452055,9.80821917808219,0.547945205479452,1.89041095890411,4.9041095890411,7.91780821917808,2.42465753424658,3.68493150684932,6.45205479452055,3.54794520547945,0.767123287671233,0.616438356164384,13.8767123287671,"PF",16.8,1.3,1.9
"Aaron Holiday","HOU",27,78,0.5,1269.29666666667,186,417,84,217,58,63,123,140,42,6,514,2024,102,200,16.2730341880342,2.38461538461538,5.34615384615385,1.07692307692308,2.78205128205128,1.30769230769231,2.56410256410256,0.743589743589744,0.807692307692308,1.57692307692308,1.79487179487179,0.538461538461538,0.0769230769230769,6.58974358974359,"PG",11.5,-1.5,0.2
"Aaron Nesmith","IND",24,72,0.569,1994.655,315,635,140,334,107,137,275,108,65,49,877,2024,175,301,27.7035416666667,4.375,8.81944444444444,1.94444444444444,4.63888888888889,2.43055555555556,4.18055555555556,1.48611111111111,1.90277777777778,3.81944444444444,1.5,0.902777777777778,0.680555555555556,12.1805555555556,"SF",12.8,-0.5,0.8
"Aaron Wiggins","OKC",25,78,0.705,1227.93833333333,212,377,62,126,56,71,186,86,56,19,542,2024,150,251,15.7427991452991,2.71794871794872,4.83333333333333,0.794871794871795,1.61538461538462,1.92307692307692,3.21794871794872,0.717948717948718,0.91025641025641,2.38461538461538,1.1025641025641,0.717948717948718,0.243589743589744,6.94871794871795,"SG",15.6,0.7,0.8
"Adam Flagler","OKC",24,2,1,14.0166666666667,1,7,1,6,0,0,0,4,0,0,3,2024,0,1,7.00833333333335,0.5,3.5,0.5,3,0,0.5,0,0,0,2,0,0,1.5,"SG",0.6,-10.6,0
"Adama Sanogo","CHI",22,9,0.333,65.7616666666667,14,27,0,0,8,12,36,0,1,0,36,2024,14,27,7.30685185185186,1.55555555555556,3,0,0,1.55555555555556,3,0.888888888888889,1.33333333333333,4,0,0.111111111111111,0,4,"PF",21.9,-6.7,-0.1
"Admiral Schofield","ORL",27,23,0.652,84.3583333333333,10,26,6,16,0,2,17,7,1,0,26,2024,4,10,3.6677536231884,0.434782608695652,1.1304347826087,0.260869565217391,0.695652173913043,0.173913043478261,0.434782608695652,0,0.0869565217391304,0.739130434782609,0.304347826086957,0.0434782608695652,0,1.1304347826087,"PF",6,-4.9,-0.1
"AJ Griffin","ATL",20,20,0.4,170.73,18,62,10,39,2,2,18,5,1,2,48,2024,8,23,8.5365,0.9,3.1,0.5,1.95,0.4,1.15,0.1,0.1,0.9,0.25,0.05,0.1,2.4,"SF",1.2,-9.6,-0.3
"Al Horford","BOS",38,65,0.785,1739.79666666667,214,419,108,258,26,30,413,168,38,62,562,2024,106,161,26.7661025641026,3.29230769230769,6.44615384615385,1.66153846153846,3.96923076923077,1.63076923076923,2.47692307692308,0.4,0.461538461538462,6.35384615384615,2.58461538461538,0.584615384615385,0.953846153846154,8.64615384615385,"C",15,3.6,2.5
"Alec Burks","NYK",32,66,0.273,1211.545,210,569,124,330,145,167,150,88,28,12,689,2024,86,239,18.3567424242424,3.18181818181818,8.62121212121212,1.87878787878788,5,1.3030303030303,3.62121212121212,2.1969696969697,2.53030303030303,2.27272727272727,1.33333333333333,0.424242424242424,0.181818181818182,10.4393939393939,"SG",12.9,-2.3,-0.1
"Aleksej Pokusevski","CHA",22,28,0.5,405.383333333333,49,121,18,55,30,41,89,35,15,13,146,2024,31,66,14.4779761904762,1.75,4.32142857142857,0.642857142857143,1.96428571428571,1.10714285714286,2.35714285714286,1.07142857142857,1.46428571428571,3.17857142857143,1.25,0.535714285714286,0.464285714285714,5.21428571428571,"PF",12.7,-1.9,0
"Alex Caruso","CHI",30,71,0.479,2040.34333333333,253,541,136,333,73,96,273,247,120,70,715,2024,117,208,28.7372300469483,3.56338028169014,7.61971830985915,1.91549295774648,4.69014084507042,1.64788732394366,2.92957746478873,1.02816901408451,1.35211267605634,3.84507042253521,3.47887323943662,1.69014084507042,0.985915492957746,10.0704225352113,"SG",14.5,2.5,2.3
"Alex Fudge","DAL",21,6,0.167,40.2166666666667,6,15,1,5,2,2,5,0,3,0,15,2024,5,10,6.70277777777778,1,2.5,0.166666666666667,0.833333333333333,0.833333333333333,1.66666666666667,0.333333333333333,0.333333333333333,0.833333333333333,0,0.5,0,2.5,"SF",9.8,-5.2,0
"Alex Len","SAC",31,48,0.5,444.245,50,81,0,3,20,34,128,50,11,33,120,2024,50,78,9.25510416666667,1.04166666666667,1.6875,0,0.0625,1.04166666666667,1.625,0.416666666666667,0.708333333333333,2.66666666666667,1.04166666666667,0.229166666666667,0.6875,2.5,"C",14.7,0.2,0.2
"Alondes Williams","MIA",25,7,0.714,15.595,2,8,0,4,1,1,1,0,0,1,5,2024,2,4,2.22785714285714,0.285714285714286,1.14285714285714,0,0.571428571428571,0.285714285714286,0.571428571428571,0.142857142857143,0.142857142857143,0.142857142857143,0,0,0.142857142857143,0.714285714285714,"SG",-7.9,-23.2,-0.1
"Alperen Sengun","HOU",21,63,0.46,2045.635,527,982,33,111,244,352,589,312,76,46,1331,2024,494,871,32.4703968253968,8.36507936507937,15.5873015873016,0.523809523809524,1.76190476190476,7.84126984126984,13.8253968253968,3.87301587301587,5.58730158730159,9.34920634920635,4.95238095238095,1.20634920634921,0.73015873015873,21.1269841269841,"C",22,4.9,3.5
"Amari Bailey","CHA",20,10,0.1,64.6333333333333,8,24,1,8,6,7,9,7,3,0,23,2024,7,16,6.46333333333333,0.8,2.4,0.1,0.8,0.7,1.6,0.6,0.7,0.9,0.7,0.3,0,2.3,"PG",9.7,-8.3,-0.1
"Amen Thompson","HOU",21,62,0.484,1388.53166666667,239,446,8,58,106,155,409,163,78,38,592,2024,231,388,22.3956720430108,3.85483870967742,7.19354838709677,0.129032258064516,0.935483870967742,3.7258064516129,6.25806451612903,1.70967741935484,2.5,6.59677419354839,2.62903225806452,1.25806451612903,0.612903225806452,9.54838709677419,"SF",18.2,1.8,1.3
"Amir Coffey","LAC",27,70,0.657,1460.59666666667,166,352,70,184,61,71,148,76,41,14,463,2024,96,168,20.8656666666667,2.37142857142857,5.02857142857143,1,2.62857142857143,1.37142857142857,2.4,0.871428571428571,1.01428571428571,2.11428571428571,1.08571428571429,0.585714285714286,0.2,6.61428571428571,"SF",10,-2.2,-0.1
"Andre Drummond","CHI",30,79,0.468,1351.25166666667,267,480,0,3,129,218,708,37,73,48,663,2024,267,477,17.1044514767933,3.37974683544304,6.07594936708861,0,0.0379746835443038,3.37974683544304,6.0379746835443,1.63291139240506,2.75949367088608,8.9620253164557,0.468354430379747,0.924050632911392,0.607594936708861,8.39240506329114,"C",23,0.1,0.7
"Andre Jackson Jr.","MIL",22,57,0.579,572.328333333333,50,100,17,46,8,11,113,50,16,6,125,2024,33,54,10.0408479532164,0.87719298245614,1.75438596491228,0.298245614035088,0.807017543859649,0.578947368421053,0.947368421052632,0.140350877192982,0.192982456140351,1.98245614035088,0.87719298245614,0.280701754385965,0.105263157894737,2.19298245614035,"SG",8.5,-3.6,-0.2
"Andrew Funk","CHI",24,5,0.6,13.4,0,4,0,3,0,0,0,0,1,1,0,2024,0,1,2.68,0,0.8,0,0.6,0,0.2,0,0,0,0,0.2,0.2,0,"SG",-5,-14.4,0
"Andrew Nembhard","IND",24,68,0.603,1696.685,260,522,61,171,45,56,141,280,63,6,626,2024,199,351,24.95125,3.82352941176471,7.67647058823529,0.897058823529412,2.51470588235294,2.92647058823529,5.16176470588235,0.661764705882353,0.823529411764706,2.07352941176471,4.11764705882353,0.926470588235294,0.0882352941176471,9.20588235294118,"PG",11.3,-2.2,-0.1
"Andrew Wiggins","GSW",29,71,0.535,1920.44833333333,353,780,91,254,142,189,321,119,42,41,939,2024,262,526,27.0485680751173,4.97183098591549,10.9859154929577,1.28169014084507,3.57746478873239,3.69014084507042,7.40845070422535,2,2.66197183098592,4.52112676056338,1.67605633802817,0.591549295774648,0.577464788732394,13.2253521126761,"SF",12.7,-2.5,-0.3
"Anfernee Simons","POR",25,46,0.239,1581.74333333333,360,837,156,405,163,178,167,255,23,5,1039,2024,204,432,34.3857246376811,7.82608695652174,18.195652173913,3.39130434782609,8.80434782608696,4.43478260869565,9.39130434782609,3.54347826086957,3.8695652173913,3.6304347826087,5.54347826086957,0.5,0.108695652173913,22.5869565217391,"SG",15.9,0.2,0.8
"Anthony Black","ORL",20,69,0.565,1164.21,115,247,37,94,49,80,139,91,35,21,316,2024,78,153,16.8726086956522,1.66666666666667,3.57971014492754,0.536231884057971,1.36231884057971,1.1304347826087,2.21739130434783,0.710144927536232,1.15942028985507,2.01449275362319,1.31884057971015,0.507246376811594,0.304347826086957,4.57971014492754,"PG",8.4,-3,-0.3
"Anthony Davis","LAL",31,76,0.592,2700.24333333333,713,1283,29,107,421,516,961,266,91,178,1876,2024,684,1176,35.5295175438596,9.38157894736842,16.8815789473684,0.381578947368421,1.40789473684211,9,15.4736842105263,5.53947368421053,6.78947368421053,12.6447368421053,3.5,1.19736842105263,2.34210526315789,24.6842105263158,"C",25.8,5.1,4.9
"Anthony Edwards","MIN",22,79,0.684,2770.38333333333,718,1558,190,532,423,506,430,405,101,42,2049,2024,528,1026,35.0681434599156,9.08860759493671,19.7215189873418,2.40506329113924,6.73417721518987,6.68354430379747,12.9873417721519,5.35443037974684,6.40506329113924,5.44303797468354,5.12658227848101,1.27848101265823,0.531645569620253,25.9367088607595,"SG",19.7,3.3,3.7
"Anthony Gill","WAS",31,50,0.18,466.496666666667,75,160,10,41,29,36,94,34,13,11,189,2024,65,119,9.32993333333334,1.5,3.2,0.2,0.82,1.3,2.38,0.58,0.72,1.88,0.68,0.26,0.22,3.78,"PF",12.1,-4.1,-0.3
"Armoni Brooks","BKN",26,10,0.3,104.023333333333,15,46,11,32,1,2,18,5,1,1,42,2024,4,14,10.4023333333333,1.5,4.6,1.1,3.2,0.4,1.4,0.1,0.2,1.8,0.5,0.1,0.1,4.2,"PG",8.3,-5.8,-0.1
"Ashton Hagans","POR",24,19,0.158,315.571666666667,29,71,8,25,14,17,45,54,11,9,80,2024,21,46,16.6090350877193,1.52631578947368,3.73684210526316,0.421052631578947,1.31578947368421,1.10526315789474,2.42105263157895,0.736842105263158,0.894736842105263,2.36842105263158,2.84210526315789,0.578947368421053,0.473684210526316,4.21052631578947,"PG",8.5,-3.5,-0.1
"Ausar Thompson","DET",21,63,0.159,1582.805,232,480,21,113,71,119,402,120,68,59,556,2024,211,367,25.1238888888889,3.68253968253968,7.61904761904762,0.333333333333333,1.79365079365079,3.34920634920635,5.82539682539683,1.12698412698413,1.88888888888889,6.38095238095238,1.9047619047619,1.07936507936508,0.936507936507937,8.82539682539683,"SF",12.8,-2.2,-0.1
"Austin Reaves","LAL",26,82,0.573,2628.95,457,940,154,420,232,272,352,450,66,25,1300,2024,303,520,32.0603658536585,5.57317073170732,11.4634146341463,1.8780487804878,5.1219512195122,3.69512195121951,6.34146341463415,2.82926829268293,3.31707317073171,4.29268292682927,5.48780487804878,0.804878048780488,0.304878048780488,15.8536585365854,"SG",15.5,0.4,1.6
"Ayo Dosunmu","CHI",24,76,0.487,2212.46833333333,360,719,119,295,85,105,216,242,68,36,924,2024,241,424,29.1114254385964,4.73684210526316,9.46052631578947,1.56578947368421,3.88157894736842,3.17105263157895,5.57894736842105,1.11842105263158,1.38157894736842,2.84210526315789,3.18421052631579,0.894736842105263,0.473684210526316,12.1578947368421,"SG",13.4,-0.8,0.7
"Bam Adebayo","MIA",26,71,0.563,2416.47333333333,530,1017,15,42,292,387,737,278,81,66,1367,2024,515,975,34.0348356807511,7.46478873239437,14.3239436619718,0.211267605633803,0.591549295774648,7.25352112676056,13.7323943661972,4.11267605633803,5.45070422535211,10.3802816901408,3.91549295774648,1.14084507042254,0.929577464788732,19.2535211267606,"C",19.8,2.4,2.7
"Ben Sheppard","IND",22,57,0.561,814.26,90,229,49,156,23,26,89,53,33,2,252,2024,41,73,14.2852631578947,1.57894736842105,4.01754385964912,0.859649122807018,2.73684210526316,0.719298245614035,1.28070175438596,0.403508771929825,0.456140350877193,1.56140350877193,0.929824561403509,0.578947368421053,0.0350877192982456,4.42105263157895,"SG",8.1,-3.4,-0.3
"Ben Simmons","BKN",27,15,0.467,358.916666666667,43,74,0,0,6,15,119,86,12,9,92,2024,43,74,23.9277777777778,2.86666666666667,4.93333333333333,0,0,2.86666666666667,4.93333333333333,0.4,1,7.93333333333333,5.73333333333333,0.8,0.6,6.13333333333333,"PG",16.3,2.4,0.4
"Bennedict Mathurin","IND",22,59,0.559,1538.39,296,663,80,214,184,224,234,119,35,14,856,2024,216,449,26.074406779661,5.01694915254237,11.2372881355932,1.35593220338983,3.6271186440678,3.66101694915254,7.61016949152542,3.11864406779661,3.79661016949153,3.96610169491525,2.01694915254237,0.593220338983051,0.23728813559322,14.5084745762712,"SF",13,-3.4,-0.6
"Bilal Coulibaly","WAS",19,63,0.175,1715.25,188,432,64,185,92,131,256,110,57,48,532,2024,124,247,27.2261904761905,2.98412698412698,6.85714285714286,1.01587301587302,2.93650793650794,1.96825396825397,3.92063492063492,1.46031746031746,2.07936507936508,4.06349206349206,1.74603174603175,0.904761904761905,0.761904761904762,8.44444444444444,"SF",8.9,-4.2,-0.9
"Bismack Biyombo","OKC",31,40,0.5,791.461666666667,74,131,0,0,26,54,209,53,11,37,174,2024,74,131,19.7865416666667,1.85,3.275,0,0,1.85,3.275,0.65,1.35,5.225,1.325,0.275,0.925,4.35,"C",9.9,-3.4,-0.3
"Blake Wesley","SAS",21,61,0.311,875.925,102,215,12,55,52,78,94,166,29,9,268,2024,90,160,14.3594262295082,1.67213114754098,3.52459016393443,0.19672131147541,0.901639344262295,1.47540983606557,2.62295081967213,0.852459016393443,1.27868852459016,1.54098360655738,2.72131147540984,0.475409836065574,0.147540983606557,4.39344262295082,"SG",10.1,-4,-0.4
"Bobby Portis","MIL",29,82,0.598,2008.16666666667,466,918,100,246,98,124,607,104,68,34,1130,2024,366,672,24.489837398374,5.68292682926829,11.1951219512195,1.21951219512195,3,4.46341463414634,8.19512195121951,1.19512195121951,1.51219512195122,7.40243902439024,1.26829268292683,0.829268292682927,0.414634146341463,13.780487804878,"PF",17.5,-0.8,0.6
"Bol Bol","PHX",24,43,0.651,469.028333333333,93,151,22,52,15,19,137,17,10,25,223,2024,71,99,10.9076356589147,2.16279069767442,3.51162790697674,0.511627906976744,1.2093023255814,1.65116279069767,2.30232558139535,0.348837209302326,0.441860465116279,3.18604651162791,0.395348837209302,0.232558139534884,0.581395348837209,5.18604651162791,"PF",18.7,2.1,0.5
"Bones Hyland","LAC",23,37,0.541,540.21,97,251,44,135,18,23,55,93,26,4,256,2024,53,116,14.6002702702703,2.62162162162162,6.78378378378378,1.18918918918919,3.64864864864865,1.43243243243243,3.13513513513514,0.486486486486487,0.621621621621622,1.48648648648649,2.51351351351351,0.702702702702703,0.108108108108108,6.91891891891892,"PG",10.8,-3.6,-0.2
"Bradley Beal","PHX",31,53,0.623,1766.73333333333,377,735,101,235,109,134,232,265,52,27,964,2024,276,500,33.3345911949685,7.11320754716981,13.8679245283019,1.90566037735849,4.43396226415094,5.20754716981132,9.43396226415094,2.05660377358491,2.52830188679245,4.37735849056604,5,0.981132075471698,0.509433962264151,18.188679245283,"SG",16.3,0.4,1.1
"Brandin Podziemski","GSW",21,74,0.554,1968.25333333333,271,597,90,234,50,79,427,273,61,14,682,2024,181,363,26.598018018018,3.66216216216216,8.06756756756757,1.21621621621622,3.16216216216216,2.44594594594595,4.90540540540541,0.675675675675676,1.06756756756757,5.77027027027027,3.68918918918919,0.824324324324324,0.189189189189189,9.21621621621622,"SG",13,-0.1,0.9
"Brandon Boston Jr.","LAC",22,32,0.531,345.171666666667,65,161,14,52,23,33,52,13,11,8,167,2024,51,109,10.7866145833333,2.03125,5.03125,0.4375,1.625,1.59375,3.40625,0.71875,1.03125,1.625,0.40625,0.34375,0.25,5.21875,"SF",8.7,-9,-0.6
"Brandon Clarke","MEM",27,6,0.333,134.318333333333,33,59,1,6,1,7,32,9,5,6,68,2024,32,53,22.3863888888888,5.5,9.83333333333333,0.166666666666667,1,5.33333333333333,8.83333333333333,0.166666666666667,1.16666666666667,5.33333333333333,1.5,0.833333333333333,1,11.3333333333333,"PF",18.9,1,0.1
"Brandon Ingram","NOP",26,64,0.594,2102.68,500,1017,86,242,246,307,324,363,50,40,1332,2024,414,775,32.854375,7.8125,15.890625,1.34375,3.78125,6.46875,12.109375,3.84375,4.796875,5.0625,5.671875,0.78125,0.625,20.8125,"SF",18.2,1.2,1.7
"Brandon Miller","CHA",21,74,0.243,2382.96333333333,476,1083,184,493,143,173,315,175,66,42,1279,2024,292,590,32.2022072072072,6.43243243243243,14.6351351351351,2.48648648648649,6.66216216216216,3.94594594594595,7.97297297297297,1.93243243243243,2.33783783783784,4.25675675675676,2.36486486486486,0.891891891891892,0.567567567567568,17.2837837837838,"SF",13,-2.6,-0.3
"Brandon Williams","DAL",24,17,0.588,112.87,20,54,3,15,11,17,13,17,1,1,54,2024,17,39,6.63941176470588,1.17647058823529,3.17647058823529,0.176470588235294,0.882352941176471,1,2.29411764705882,0.647058823529412,1,0.764705882352941,1,0.0588235294117647,0.0588235294117647,3.17647058823529,"PG",9.3,-5.5,-0.1
"Braxton Key","DEN",27,20,0.7,59.9833333333333,7,17,2,5,6,8,18,9,2,1,22,2024,5,12,2.99916666666666,0.35,0.85,0.1,0.25,0.25,0.6,0.3,0.4,0.9,0.45,0.1,0.05,1.1,"SF",16.5,2.1,0.1
"Brice Sensabaugh","UTA",20,32,0.25,584.363333333333,85,218,34,115,37,41,102,55,13,6,241,2024,51,103,18.2613541666667,2.65625,6.8125,1.0625,3.59375,1.59375,3.21875,1.15625,1.28125,3.1875,1.71875,0.40625,0.1875,7.53125,"SF",8.6,-5.5,-0.5
"Brook Lopez","MIL",36,79,0.608,2411.15166666667,366,755,148,404,110,134,409,127,43,189,990,2024,218,351,30.5209071729958,4.63291139240506,9.55696202531646,1.87341772151899,5.11392405063291,2.75949367088608,4.44303797468354,1.39240506329114,1.69620253164557,5.17721518987342,1.60759493670886,0.544303797468354,2.39240506329114,12.5316455696203,"C",14.8,1,1.8
"Bruce Brown","TOR",27,67,0.388,1865.36666666667,278,582,53,164,117,142,284,192,59,17,726,2024,225,418,27.8412935323384,4.14925373134328,8.6865671641791,0.791044776119403,2.44776119402985,3.35820895522388,6.23880597014925,1.74626865671642,2.11940298507463,4.23880597014925,2.86567164179104,0.880597014925373,0.253731343283582,10.8358208955224,"PG",11.6,-3.3,-0.6
"Bruno Fernando","ATL",25,45,0.444,682.303333333333,109,187,0,4,64,96,193,46,25,28,282,2024,109,183,15.1622962962963,2.42222222222222,4.15555555555556,0,0.0888888888888889,2.42222222222222,4.06666666666667,1.42222222222222,2.13333333333333,4.28888888888889,1.02222222222222,0.555555555555556,0.622222222222222,6.26666666666667,"C",15.2,-2.3,-0.1
"Bryce McGowens","CHA",21,59,0.186,881.595,101,230,34,102,66,85,102,51,21,10,302,2024,67,128,14.9422881355932,1.71186440677966,3.89830508474576,0.576271186440678,1.72881355932203,1.13559322033898,2.16949152542373,1.11864406779661,1.44067796610169,1.72881355932203,0.864406779661017,0.355932203389831,0.169491525423729,5.11864406779661,"SG",9.3,-4.9,-0.6
"Buddy Boeheim","DET",24,10,0,84.0016666666667,9,29,8,25,8,10,10,3,0,1,34,2024,1,4,8.40016666666667,0.9,2.9,0.8,2.5,0.1,0.4,0.8,1,1,0.3,0,0.1,3.4,"SF",9.1,-3.5,0
"Buddy Hield","PHI",31,84,0.548,2159.88833333333,371,850,219,568,52,59,269,236,70,42,1013,2024,152,282,25.7129563492063,4.41666666666667,10.1190476190476,2.60714285714286,6.76190476190476,1.80952380952381,3.35714285714286,0.619047619047619,0.702380952380952,3.20238095238095,2.80952380952381,0.833333333333333,0.5,12.0595238095238,"SF",13.3,0.4,1.3
"Cade Cunningham","DET",22,62,0.145,2074.225,524,1167,119,335,238,274,268,464,56,22,1405,2024,405,832,33.4552419354839,8.45161290322581,18.8225806451613,1.91935483870968,5.40322580645161,6.53225806451613,13.4193548387097,3.83870967741935,4.41935483870968,4.32258064516129,7.48387096774194,0.903225806451613,0.354838709677419,22.6612903225806,"PG",17.1,0.3,1.2
"Caleb Houstan","ORL",21,59,0.525,815.335,80,206,72,193,21,26,84,29,15,4,253,2024,8,13,13.8192372881356,1.35593220338983,3.49152542372881,1.22033898305085,3.27118644067797,0.135593220338983,0.220338983050847,0.355932203389831,0.440677966101695,1.42372881355932,0.491525423728814,0.254237288135593,0.0677966101694915,4.28813559322034,"SF",8.3,-1.9,0
"Caleb Martin","MIA",28,64,0.563,1756.55333333333,241,559,81,232,77,99,281,143,47,29,640,2024,160,327,27.4461458333333,3.765625,8.734375,1.265625,3.625,2.5,5.109375,1.203125,1.546875,4.390625,2.234375,0.734375,0.453125,10,"SF",10.8,-2,0
"Cam Reddish","LAL",24,48,0.563,984.061666666667,91,234,37,110,41,54,99,48,47,14,260,2024,54,124,20.5012847222222,1.89583333333333,4.875,0.770833333333333,2.29166666666667,1.125,2.58333333333333,0.854166666666667,1.125,2.0625,1,0.979166666666667,0.291666666666667,5.41666666666667,"SF",7.7,-3.2,-0.3
"Cam Thomas","BKN",22,66,0.348,2074.85,526,1190,144,396,286,334,214,192,45,16,1482,2024,382,794,31.4371212121212,7.96969696969697,18.030303030303,2.18181818181818,6,5.78787878787879,12.030303030303,4.33333333333333,5.06060606060606,3.24242424242424,2.90909090909091,0.681818181818182,0.242424242424242,22.4545454545455,"SG",16.1,-1.2,0.4
"Cam Whitmore","HOU",19,47,0.404,880.333333333333,212,467,79,220,76,112,180,33,30,17,579,2024,133,247,18.7304964539007,4.51063829787234,9.93617021276596,1.68085106382979,4.68085106382979,2.82978723404255,5.25531914893617,1.61702127659574,2.38297872340426,3.82978723404255,0.702127659574468,0.638297872340426,0.361702127659574,12.3191489361702,"SF",16.6,0.1,0.5
"Cameron Johnson","BKN",28,58,0.362,1599.03833333333,276,619,138,353,86,109,251,138,49,15,776,2024,138,266,27.5696264367816,4.75862068965517,10.6724137931034,2.37931034482759,6.08620689655172,2.37931034482759,4.58620689655172,1.48275862068966,1.87931034482759,4.32758620689655,2.37931034482759,0.844827586206897,0.258620689655172,13.3793103448276,"PF",14.5,0.4,1
"Cameron Payne","PHI",29,78,0.59,1304.07666666667,208,481,104,267,58,67,117,205,42,11,578,2024,104,214,16.7189316239317,2.66666666666667,6.16666666666667,1.33333333333333,3.42307692307692,1.33333333333333,2.74358974358974,0.743589743589744,0.858974358974359,1.5,2.62820512820513,0.538461538461538,0.141025641025641,7.41025641025641,"PG",12.8,-1.1,0.3
"Caris LeVert","CLE",29,68,0.559,1958.08333333333,345,820,108,332,154,201,280,346,76,34,952,2024,237,488,28.7953431372549,5.07352941176471,12.0588235294118,1.58823529411765,4.88235294117647,3.48529411764706,7.17647058823529,2.26470588235294,2.95588235294118,4.11764705882353,5.08823529411765,1.11764705882353,0.5,14,"SG",14.6,0.2,1.1
"Cason Wallace","OKC",20,82,0.695,1691.92166666667,217,442,98,234,29,37,187,120,76,37,561,2024,119,208,20.6331910569106,2.64634146341463,5.39024390243902,1.19512195121951,2.85365853658537,1.45121951219512,2.53658536585366,0.353658536585366,0.451219512195122,2.28048780487805,1.46341463414634,0.926829268292683,0.451219512195122,6.84146341463415,"SG",12,0.1,0.9
"Cedi Osman","SAS",29,72,0.236,1268.75166666667,184,384,86,221,35,52,180,119,36,11,489,2024,98,163,17.621550925926,2.55555555555556,5.33333333333333,1.19444444444444,3.06944444444444,1.36111111111111,2.26388888888889,0.486111111111111,0.722222222222222,2.5,1.65277777777778,0.5,0.152777777777778,6.79166666666667,"SF",11.2,-2.1,0
"Charles Bassey","SAS",23,19,0.158,205.275,29,40,0,1,5,6,76,21,8,17,63,2024,29,39,10.8039473684211,1.52631578947368,2.10526315789474,0,0.0526315789473684,1.52631578947368,2.05263157894737,0.263157894736842,0.315789473684211,4,1.10526315789474,0.421052631578947,0.894736842105263,3.31578947368421,"C",17.7,1.3,0.2
"Charlie Brown Jr.","NYK",27,8,0.25,37.2833333333333,2,10,2,7,0,0,2,0,0,2,6,2024,0,3,4.66041666666666,0.25,1.25,0.25,0.875,0,0.375,0,0,0.25,0,0,0.25,0.75,"SG",-3.2,-13.6,-0.1
"Chet Holmgren","OKC",22,82,0.695,2412.79666666667,505,953,129,349,218,275,648,200,53,190,1357,2024,376,604,29.424349593496,6.15853658536585,11.6219512195122,1.57317073170732,4.25609756097561,4.58536585365854,7.36585365853659,2.65853658536585,3.35365853658537,7.90243902439024,2.4390243902439,0.646341463414634,2.31707317073171,16.5487804878049,"C",20.4,3.4,3.3
"Chimezie Metu","DET",27,51,0.471,858.906666666667,123,244,28,94,58,64,194,46,43,16,332,2024,95,150,16.8413071895425,2.41176470588235,4.7843137254902,0.549019607843137,1.84313725490196,1.86274509803922,2.94117647058824,1.13725490196078,1.25490196078431,3.80392156862745,0.901960784313726,0.843137254901961,0.313725490196078,6.50980392156863,"C",13.3,-1.3,0.2
"Chris Boucher","TOR",31,50,0.32,704.883333333333,110,217,31,94,71,92,207,23,14,24,322,2024,79,123,14.0976666666667,2.2,4.34,0.62,1.88,1.58,2.46,1.42,1.84,4.14,0.46,0.28,0.48,6.44,"PF",16,-1.7,0.1
"Chris Duarte","SAC",27,59,0.593,719.518333333333,80,210,44,127,26,33,106,44,28,8,230,2024,36,83,12.1952259887006,1.35593220338983,3.5593220338983,0.745762711864407,2.15254237288136,0.610169491525424,1.40677966101695,0.440677966101695,0.559322033898305,1.79661016949153,0.745762711864407,0.474576271186441,0.135593220338983,3.89830508474576,"SF",8.4,-3.4,-0.2
"Chris Livingston","MIL",20,21,0.619,90.5333333333333,11,22,1,5,3,4,21,5,2,0,26,2024,10,17,4.31111111111111,0.523809523809524,1.04761904761905,0.0476190476190476,0.238095238095238,0.476190476190476,0.80952380952381,0.142857142857143,0.19047619047619,1,0.238095238095238,0.0952380952380952,0,1.23809523809524,"SF",6.9,-8,-0.1
"Chris Paul","GSW",39,58,0.569,1530.89,206,467,78,210,43,52,225,393,70,6,533,2024,128,257,26.3946551724138,3.55172413793103,8.05172413793103,1.3448275862069,3.62068965517241,2.20689655172414,4.43103448275862,0.741379310344828,0.896551724137931,3.87931034482759,6.77586206896552,1.20689655172414,0.103448275862069,9.18965517241379,"PG",14.7,1,1.2
"Christian Braun","DEN",23,82,0.695,1655.565,222,483,63,164,93,134,306,132,42,35,600,2024,159,319,20.1898170731707,2.70731707317073,5.89024390243902,0.768292682926829,2,1.9390243902439,3.89024390243902,1.13414634146341,1.63414634146341,3.73170731707317,1.60975609756098,0.51219512195122,0.426829268292683,7.31707317073171,"SG",12.1,-1.9,0
"Christian Wood","LAL",28,50,0.56,871.943333333333,123,264,35,114,66,94,254,49,16,33,347,2024,88,150,17.4388666666667,2.46,5.28,0.7,2.28,1.76,3,1.32,1.88,5.08,0.98,0.32,0.66,6.94,"PF",12.3,-2.8,-0.2
